district_id,crop_id,year,production_mt,area_harvested_ha,yield_kg_ha,data_source,data_quality
1,14,2015,3831279.92,378961.8,10109.94,FAOSTAT,Official
1,14,2016,5412998.72,423828.96,12771.66,FAOSTAT,Estimated
1,14,2017,4101322.56,324649.27,12633.09,FAOSTAT,Official
1,14,2018,6483742.11,432928.78,14976.46,FAOSTAT,Estimated
1,14,2019,5837390.24,446143.99,13084.09,FAOSTAT,Official
1,14,2020,574112.53,54568.0,10521.05,FAOSTAT,Official
1,14,2021,4677633.48,391174.09,11957.93,FAOSTAT,Official
1,14,2022,2705839.34,270869.6,9989.45,FAOSTAT,Official
1,14,2023,2449520.33,187792.71,13043.75,FAOSTAT,Official
1,14,2024,4598240.26,288914.87,15915.55,FAOSTAT,Official
1,15,2014,1855977.14,171912.39,10796.06,FAOSTAT,Official
1,15,2015,2125968.12,136662.93,15556.29,FAOSTAT,Estimated
1,15,2016,1859400.54,147373.09,12616.96,FAOSTAT,Official
1,15,2017,5427639.11,489473.16,11088.74,FAOSTAT,Official
1,15,2018,2084589.14,152367.42,13681.33,FAOSTAT,Estimated
1,15,2019,3868940.32,290360.79,13324.6,FAOSTAT,Official
1,15,2020,993569.84,106825.77,9300.84,FAOSTAT,Official
1,15,2021,5034322.98,442723.88,11371.25,FAOSTAT,Official
1,15,2022,817239.78,73119.52,11176.77,FAOSTAT,Official
1,15,2023,5477156.94,419952.04,13042.34,FAOSTAT,Official
1,15,2024,1394577.23,117138.91,11905.33,FAOSTAT,Official
1,16,2014,2839652.66,497263.16,5710.56,FAOSTAT,Estimated
1,16,2015,658201.15,151559.21,4342.86,FAOSTAT,Official
1,16,2016,1168317.92,249224.45,4687.81,FAOSTAT,Official
1,16,2017,1775482.47,324333.91,5474.24,FAOSTAT,Official
1,16,2018,1094399.05,143504.56,7626.23,FAOSTAT,Official
1,16,2019,539655.54,83779.19,6441.4,FAOSTAT,Estimated
1,16,2020,2101940.05,317215.04,6626.23,FAOSTAT,Official
1,16,2021,1391338.89,254314.1,5470.95,FAOSTAT,Official
1,16,2022,1740628.79,404522.61,4302.92,FAOSTAT,Official
1,16,2023,2128333.26,295053.07,7213.39,FAOSTAT,Official
1,16,2024,2369837.4,421984.02,5615.94,FAOSTAT,Estimated
1,17,2014,1620556.81,306143.17,5293.46,FAOSTAT,Official
1,17,2015,2828474.66,359905.1,7858.95,FAOSTAT,Official
1,17,2016,398831.16,86198.83,4626.87,FAOSTAT,Estimated
1,17,2017,1169926.53,195044.71,5998.25,FAOSTAT,Official
1,17,2018,2528089.5,308839.6,8185.77,FAOSTAT,Official
1,17,2019,1950917.01,352526.71,5534.1,FAOSTAT,Official
1,17,2020,2058842.75,343179.27,5999.32,FAOSTAT,Official
1,17,2021,1444641.6,313398.33,4609.6,FAOSTAT,Official
1,17,2022,1390062.33,199988.78,6950.7,FAOSTAT,Official
1,17,2023,1330338.58,198411.65,6704.94,FAOSTAT,Official
1,17,2024,2392950.6,297543.47,8042.36,FAOSTAT,Official
1,18,2014,1027698.06,195473.2,5257.49,FAOSTAT,Official
1,18,2015,844833.41,345947.17,2442.09,FAOSTAT,Official
1,18,2016,762578.61,134412.14,5673.44,FAOSTAT,Official
1,18,2017,650925.97,141601.21,4596.9,FAOSTAT,Official
1,18,2018,1140747.62,247152.24,4615.57,FAOSTAT,Official
1,18,2019,1196200.16,157683.86,7586.07,FAOSTAT,Estimated
1,18,2020,1715411.37,298513.13,5746.52,FAOSTAT,Estimated
1,18,2021,745099.6,102859.77,7243.84,FAOSTAT,Official
1,18,2022,1983482.41,372471.5,5325.19,FAOSTAT,Official
1,18,2023,1225986.31,159678.91,7677.82,FAOSTAT,Official
1,18,2024,1440653.94,464840.67,3099.24,FAOSTAT,Official
1,19,2014,2689980.88,405502.78,6633.69,FAOSTAT,Official
1,19,2015,1471958.64,278481.95,5285.65,FAOSTAT,Official
1,19,2016,2754687.69,499506.05,5514.82,FAOSTAT,Official
1,19,2017,2193642.43,292361.26,7503.19,FAOSTAT,Official
1,19,2018,923604.82,194799.81,4741.3,FAOSTAT,Estimated
1,19,2019,1745722.61,307308.94,5680.68,FAOSTAT,Official
1,19,2020,2926035.77,367352.55,7965.2,FAOSTAT,Official
1,19,2021,2278350.06,348659.97,6534.59,FAOSTAT,Official
1,19,2022,1597308.61,276031.02,5786.7,FAOSTAT,Official
1,19,2023,2711460.95,443385.67,6115.36,FAOSTAT,Official
1,19,2024,980197.65,234490.38,4180.12,FAOSTAT,Official
1,20,2014,1701822.47,261270.77,6513.64,FAOSTAT,Official
1,20,2015,2333750.96,433294.38,5386.06,FAOSTAT,Official
1,20,2016,971528.66,221004.23,4395.97,FAOSTAT,Official
1,20,2017,408019.21,66154.59,6167.66,FAOSTAT,Estimated
1,20,2018,1668368.73,464418.09,3592.39,FAOSTAT,Official
1,20,2019,1858064.54,335186.52,5543.37,FAOSTAT,Official
1,20,2020,2255956.75,362300.52,6226.76,FAOSTAT,Official
1,20,2021,1361042.01,218678.49,6223.94,FAOSTAT,Estimated
1,20,2022,1544036.48,304667.63,5067.94,FAOSTAT,Official
1,20,2023,2658362.61,328869.67,8083.33,FAOSTAT,Official
1,20,2024,833313.74,114402.97,7284.02,FAOSTAT,Official
1,21,2014,473698.65,412084.88,1149.52,FAOSTAT,Official
1,21,2015,141838.98,121089.03,1171.36,FAOSTAT,Official
1,21,2016,245643.16,240939.02,1019.52,FAOSTAT,Official
1,21,2017,154314.95,139647.65,1105.03,FAOSTAT,Official
1,21,2018,360923.79,308665.37,1169.3,FAOSTAT,Official
1,21,2019,623983.42,490075.02,1273.24,FAOSTAT,Official
1,21,2020,379290.34,385100.98,984.91,FAOSTAT,Estimated
1,21,2021,306846.26,273527.28,1121.81,FAOSTAT,Official
1,21,2022,244124.06,208544.43,1170.61,FAOSTAT,Official
1,21,2023,377320.84,354994.01,1062.89,FAOSTAT,Official
1,21,2024,590129.52,456531.67,1292.64,FAOSTAT,Official
1,22,2014,254446.0,248370.44,1024.46,FAOSTAT,Official
1,22,2015,476162.91,386366.39,1232.41,FAOSTAT,Estimated
1,22,2016,346515.34,292733.49,1183.72,FAOSTAT,Official
1,22,2017,220151.09,165636.54,1329.12,FAOSTAT,Official
1,22,2018,435990.36,412919.82,1055.87,FAOSTAT,Official
1,22,2019,152364.56,113340.66,1344.31,FAOSTAT,Official
1,22,2020,525302.48,375897.52,1397.46,FAOSTAT,Official
1,22,2021,520638.12,405806.89,1282.97,FAOSTAT,Estimated
1,22,2022,275776.83,254653.71,1082.95,FAOSTAT,Official
1,22,2023,493462.62,473131.35,1042.97,FAOSTAT,Estimated
1,22,2024,61845.96,61261.09,1009.55,FAOSTAT,Official
1,23,2014,95235.09,78447.67,1214.0,FAOSTAT,Official
1,23,2015,209238.77,185985.58,1125.03,FAOSTAT,Official
1,23,2016,331829.91,271681.08,1221.39,FAOSTAT,Estimated
1,23,2017,128473.49,111048.82,1156.91,FAOSTAT,Official
1,23,2018,278244.05,238607.04,1166.12,FAOSTAT,Official
1,23,2019,204952.39,236698.04,865.88,FAOSTAT,Estimated
1,23,2020,61287.9,64722.33,946.94,FAOSTAT,Official
1,23,2021,620400.0,477749.83,1298.59,FAOSTAT,Official
1,23,2022,508696.58,490029.14,1038.09,FAOSTAT,Official
1,23,2023,139275.34,135413.85,1028.52,FAOSTAT,Estimated
1,23,2024,377188.69,338767.01,1113.42,FAOSTAT,Official
1,24,2014,482225.04,404057.57,1193.46,FAOSTAT,Official
1,24,2015,436424.0,394320.82,1106.77,FAOSTAT,Official
1,24,2016,496608.98,441362.94,1125.17,FAOSTAT,Official
1,24,2017,496264.5,436282.76,1137.48,FAOSTAT,Estimated
1,24,2018,182064.29,162794.39,1118.37,FAOSTAT,Estimated
1,24,2019,486820.34,405493.1,1200.56,FAOSTAT,Official
1,24,2020,146580.4,128410.79,1141.5,FAOSTAT,Estimated
1,24,2021,274454.95,264310.68,1038.38,FAOSTAT,Official
1,24,2022,113370.47,99074.3,1144.3,FAOSTAT,Official
1,24,2023,638008.83,440141.41,1449.55,FAOSTAT,Official
1,24,2024,587309.77,483811.78,1213.92,FAOSTAT,Estimated
1,25,2014,440523.76,270620.98,1627.83,FAOSTAT,Official
1,25,2015,194861.83,86355.71,2256.5,FAOSTAT,Official
1,25,2016,568826.2,296760.4,1916.79,FAOSTAT,Official
1,25,2017,711532.24,288750.58,2464.18,FAOSTAT,Official
1,25,2018,1040800.1,433756.73,2399.5,FAOSTAT,Official
1,25,2019,867985.11,374377.96,2318.47,FAOSTAT,Official
1,25,2020,519456.47,254074.51,2044.5,FAOSTAT,Official
1,25,2021,536635.72,242043.8,2217.1,FAOSTAT,Official
1,25,2022,191299.83,80209.99,2384.99,FAOSTAT,Official
1,25,2023,232429.73,93453.99,2487.1,FAOSTAT,Official
1,25,2024,523396.22,302713.89,1729.01,FAOSTAT,Official
1,26,2014,389322.91,209119.14,1861.73,FAOSTAT,Official
1,26,2015,1133182.96,485779.38,2332.71,FAOSTAT,Official
1,26,2016,509809.76,310063.33,1644.21,FAOSTAT,Official
1,26,2017,879081.14,430418.04,2042.39,FAOSTAT,Official
1,26,2018,671565.48,308345.0,2177.97,FAOSTAT,Official
1,26,2019,848773.05,326107.98,2602.74,FAOSTAT,Official
1,26,2020,868625.56,468087.93,1855.69,FAOSTAT,Official
1,26,2021,411102.87,189043.11,2174.65,FAOSTAT,Official
1,26,2022,1034969.03,441438.22,2344.54,FAOSTAT,Official
1,26,2023,144632.79,63795.69,2267.12,FAOSTAT,Official
1,26,2024,545780.05,238924.62,2284.32,FAOSTAT,Official
1,27,2014,582663.02,305417.1,1907.76,FAOSTAT,Estimated
1,27,2015,178832.48,120834.45,1479.98,FAOSTAT,Official
1,27,2016,524349.07,268547.77,1952.54,FAOSTAT,Official
1,27,2017,946276.25,389724.41,2428.07,FAOSTAT,Estimated
1,27,2018,513564.3,268984.74,1909.27,FAOSTAT,Official
1,27,2019,546381.17,227868.53,2397.79,FAOSTAT,Official
1,27,2020,209602.11,111755.66,1875.54,FAOSTAT,Official
1,27,2021,116764.67,53478.46,2183.4,FAOSTAT,Official
1,27,2022,443940.55,275118.06,1613.64,FAOSTAT,Official
1,27,2023,198768.96,82433.97,2411.25,FAOSTAT,Official
1,27,2024,1130832.45,437949.51,2582.11,FAOSTAT,Official
1,28,2014,383943.0,369274.53,1039.72,FAOSTAT,Official
1,28,2015,461785.32,410594.97,1124.67,FAOSTAT,Official
1,28,2016,481975.31,463896.39,1038.97,FAOSTAT,Estimated
1,28,2017,297709.57,285783.14,1041.73,FAOSTAT,Official
1,28,2018,241481.05,202780.98,1190.85,FAOSTAT,Official
1,28,2019,250794.31,279478.43,897.37,FAOSTAT,Official
1,28,2020,372622.2,377320.6,987.55,FAOSTAT,Official
1,28,2021,149860.94,138772.31,1079.91,FAOSTAT,Official
1,28,2022,398844.69,344979.05,1156.14,FAOSTAT,Estimated
1,28,2023,326366.46,391944.72,832.68,FAOSTAT,Official
1,28,2024,346684.1,304021.3,1140.33,FAOSTAT,Official
1,29,2014,134276.53,117930.83,1138.6,FAOSTAT,Estimated
1,29,2015,156900.48,186269.2,842.33,FAOSTAT,Official
1,29,2016,216274.95,253361.24,853.62,FAOSTAT,Estimated
1,29,2017,86762.01,84528.95,1026.42,FAOSTAT,Official
1,29,2018,235420.37,258220.25,911.7,FAOSTAT,Official
1,29,2019,421869.22,453144.54,930.98,FAOSTAT,Official
1,29,2020,260086.5,264033.06,985.05,FAOSTAT,Estimated
1,29,2021,80452.54,96575.84,833.05,FAOSTAT,Official
1,29,2022,121161.97,127651.51,949.16,FAOSTAT,Official
1,29,2023,206905.66,247739.81,835.17,FAOSTAT,Official
1,29,2024,199875.13,233946.23,854.36,FAOSTAT,Official
1,30,2014,440666.84,405152.12,1087.66,FAOSTAT,Official
1,30,2015,209687.93,177866.14,1178.91,FAOSTAT,Official
1,30,2016,521607.0,457854.21,1139.24,FAOSTAT,Official
1,30,2017,191470.86,207419.35,923.11,FAOSTAT,Official
1,30,2018,223822.5,226381.09,988.7,FAOSTAT,Official
1,30,2019,411901.63,406247.88,1013.92,FAOSTAT,Official
1,30,2020,497596.26,423031.54,1176.26,FAOSTAT,Official
1,30,2021,201261.86,240532.86,836.73,FAOSTAT,Official
1,30,2022,125458.41,131118.32,956.83,FAOSTAT,Official
1,30,2023,113707.02,111904.41,1016.11,FAOSTAT,Estimated
1,30,2024,107010.31,95513.34,1120.37,FAOSTAT,Official
1,31,2014,207788.69,201543.97,1030.98,FAOSTAT,Official
1,31,2015,211950.47,219523.94,965.5,FAOSTAT,Estimated
1,31,2016,131669.04,124492.62,1057.65,FAOSTAT,Official
1,31,2017,258773.64,354363.31,730.25,FAOSTAT,Official
1,31,2018,239457.02,252017.58,950.16,FAOSTAT,Official
1,31,2019,509878.56,413880.74,1231.95,FAOSTAT,Official
1,31,2020,404208.58,492997.91,819.9,FAOSTAT,Official
1,31,2021,276816.96,221842.6,1247.81,FAOSTAT,Official
1,31,2022,137348.62,112279.34,1223.28,FAOSTAT,Official
1,31,2023,358267.26,443352.63,808.09,FAOSTAT,Official
1,31,2024,194603.41,178278.36,1091.57,FAOSTAT,Official
1,32,2014,347052.93,457387.79,758.77,FAOSTAT,Estimated
1,32,2015,278627.88,253007.6,1101.26,FAOSTAT,Official
1,32,2016,69987.51,73965.6,946.22,FAOSTAT,Official
1,32,2017,71021.84,62684.4,1133.01,FAOSTAT,Official
1,32,2018,355810.62,342482.31,1038.92,FAOSTAT,Official
1,32,2019,327772.43,363232.39,902.38,FAOSTAT,Estimated
1,32,2020,332608.76,251870.66,1320.55,FAOSTAT,Estimated
1,32,2021,277145.34,296961.91,933.27,FAOSTAT,Official
1,32,2022,131053.4,100034.09,1310.09,FAOSTAT,Official
1,32,2023,459093.83,407254.6,1127.29,FAOSTAT,Official
1,32,2024,445413.41,457316.1,973.97,FAOSTAT,Official
1,33,2014,327905.48,114609.58,2861.07,FAOSTAT,Official
1,33,2015,509210.19,158253.91,3217.68,FAOSTAT,Official
1,33,2016,360888.25,80455.7,4485.55,FAOSTAT,Official
1,33,2017,1972720.75,494749.17,3987.31,FAOSTAT,Official
1,33,2018,1236576.2,491467.74,2516.09,FAOSTAT,Official
1,33,2019,1352633.3,404834.01,3341.2,FAOSTAT,Official
1,33,2020,1018827.43,380834.14,2675.25,FAOSTAT,Official
1,33,2021,750196.14,295706.19,2536.96,FAOSTAT,Official
1,33,2022,1201964.03,362925.16,3311.88,FAOSTAT,Official
1,33,2023,216804.52,78395.24,2765.53,FAOSTAT,Official
1,33,2024,450319.4,139761.43,3222.06,FAOSTAT,Estimated
1,34,2014,958909.79,281922.62,3401.32,FAOSTAT,Official
1,34,2015,439988.12,135996.54,3235.29,FAOSTAT,Official
1,34,2016,1823148.3,439609.22,4147.2,FAOSTAT,Official
1,34,2017,955486.76,384488.47,2485.09,FAOSTAT,Official
1,34,2018,1982600.12,488175.61,4061.24,FAOSTAT,Official
1,34,2019,1571090.82,410516.64,3827.11,FAOSTAT,Official
1,34,2020,934704.9,321103.98,2910.91,FAOSTAT,Official
1,34,2021,1105699.04,347413.65,3182.66,FAOSTAT,Official
1,34,2022,842240.3,241752.23,3483.9,FAOSTAT,Official
1,34,2023,889344.94,208651.69,4262.34,FAOSTAT,Official
1,34,2024,1717347.93,491012.28,3497.57,FAOSTAT,Official
1,35,2014,28887210.42,410493.19,70371.96,FAOSTAT,Official
1,35,2015,7951192.24,114250.76,69594.22,FAOSTAT,Official
1,35,2016,31126071.91,400331.92,77750.66,FAOSTAT,Official
1,35,2017,23079395.55,305260.09,75605.68,FAOSTAT,Official
1,35,2018,32215206.76,393388.01,81891.68,FAOSTAT,Official
1,35,2019,16663506.06,229115.32,72729.78,FAOSTAT,Official
1,35,2020,23127922.44,274569.78,84233.31,FAOSTAT,Official
1,35,2021,13932301.12,167799.5,83029.45,FAOSTAT,Official
1,35,2022,37528894.16,462415.51,81158.38,FAOSTAT,Official
1,35,2023,32444888.49,433771.83,74797.13,FAOSTAT,Official
1,35,2024,25729781.29,356868.17,72098.84,FAOSTAT,Official
2,1,2014,578653.23,206341.38,2804.35,FAOSTAT,Estimated
2,1,2015,1230041.48,370314.1,3321.62,FAOSTAT,Official
2,1,2016,936432.63,407163.37,2299.89,FAOSTAT,Official
2,1,2017,1132327.92,405667.88,2791.27,FAOSTAT,Estimated
2,1,2018,639566.3,216010.02,2960.82,FAOSTAT,Official
2,1,2019,500858.21,189180.82,2647.51,FAOSTAT,Official
2,1,2020,772239.3,286563.04,2694.83,FAOSTAT,Official
2,1,2021,1262241.11,339052.37,3722.85,FAOSTAT,Official
2,1,2022,667401.52,205031.65,3255.11,FAOSTAT,Official
2,1,2023,1301168.92,484819.08,2683.82,FAOSTAT,Official
2,1,2024,201932.76,74935.78,2694.74,FAOSTAT,Estimated
2,2,2014,1077735.05,369199.46,2919.11,FAOSTAT,Official
2,2,2015,1379915.02,452716.66,3048.08,FAOSTAT,Official
2,2,2016,258256.32,106326.63,2428.9,FAOSTAT,Official
2,2,2017,663885.03,276157.92,2404.01,FAOSTAT,Estimated
2,2,2018,1166098.37,374284.75,3115.54,FAOSTAT,Official
2,2,2019,989384.81,303628.12,3258.54,FAOSTAT,Official
2,2,2020,993520.28,309547.05,3209.59,FAOSTAT,Official
2,2,2021,704213.93,237464.05,2965.56,FAOSTAT,Official
2,2,2022,1226840.69,480492.58,2553.3,FAOSTAT,Official
2,2,2023,938167.65,358245.88,2618.78,FAOSTAT,Official
2,2,2024,815409.99,267913.01,3043.56,FAOSTAT,Official
2,3,2014,552607.9,190662.12,2898.36,FAOSTAT,Official
2,3,2015,371463.12,108844.77,3412.78,FAOSTAT,Official
2,3,2016,382333.44,193602.15,1974.84,FAOSTAT,Official
2,3,2017,495241.92,180595.4,2742.27,FAOSTAT,Official
2,3,2018,475583.05,161721.63,2940.75,FAOSTAT,Official
