district_id,crop_id,forecast_month,forecast_yield_kg_ha,lower_ci_95,upper_ci_95,forecast_model,rmse_kg_ha,mae_kg_ha,mape_pct,forecast_date
6,1,2025-08-01,2893.99,2491.55,3296.43,ARIMA,287.46,246.96,8.57,2024-08-01T00:00:00+00:00
6,1,2025-09-01,2886.79,2469.97,3303.61,ARIMA,287.46,246.96,8.57,2024-08-01T00:00:00+00:00
6,1,2025-10-01,2879.6,2448.41,3310.79,ARIMA,287.46,246.96,8.57,2024-08-01T00:00:00+00:00
6,1,2025-11-01,2872.41,2426.85,3317.97,ARIMA,287.46,246.96,8.57,2024-08-01T00:00:00+00:00
6,1,2025-12-01,2865.22,2405.28,3325.16,ARIMA,287.46,246.96,8.57,2024-08-01T00:00:00+00:00
7,1,2025-01-01,2893.27,2648.1,3138.44,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-02-01,2894.12,2637.27,3150.97,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-03-01,2894.98,2626.46,3163.5,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-04-01,2895.84,2615.64,3176.04,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-05-01,2896.7,2604.83,3188.57,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-06-01,2897.56,2594.01,3201.11,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-07-01,2898.42,2583.2,3213.64,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-08-01,2899.28,2572.38,3226.18,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-09-01,2900.13,2561.56,3238.7,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-10-01,2900.99,2550.74,3251.24,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-11-01,2901.85,2539.93,3263.77,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
7,1,2025-12-01,2902.71,2529.11,3276.31,ExponentialSmoothing,233.5,195.48,6.97,2024-08-01T00:00:00+00:00
8,1,2025-01-01,2823.8,2450.53,3197.07,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-02-01,2831.67,2440.63,3222.71,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-03-01,2839.55,2430.73,3248.37,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-04-01,2847.43,2420.84,3274.02,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-05-01,2855.3,2410.93,3299.67,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-06-01,2863.18,2401.04,3325.32,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-07-01,2871.06,2391.14,3350.98,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-08-01,2878.94,2381.25,3376.63,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-09-01,2886.81,2371.35,3402.27,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-10-01,2894.69,2361.45,3427.93,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-11-01,2902.57,2351.56,3453.58,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
8,1,2025-12-01,2910.45,2341.66,3479.24,ARIMA,355.49,301.31,11.72,2024-08-01T00:00:00+00:00
9,1,2025-01-01,2751.39,2399.75,3103.03,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-02-01,2749.74,2381.36,3118.12,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-03-01,2748.09,2362.96,3133.22,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-04-01,2746.43,2344.56,3148.3,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-05-01,2744.78,2326.16,3163.4,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-06-01,2743.13,2307.77,3178.49,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-07-01,2741.48,2289.37,3193.59,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-08-01,2739.82,2270.97,3208.67,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-09-01,2738.17,2252.57,3223.77,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-10-01,2736.52,2234.18,3238.86,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-11-01,2734.87,2215.78,3253.96,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
9,1,2025-12-01,2733.21,2197.38,3269.04,ExponentialSmoothing,334.89,256.38,9.64,2024-08-01T00:00:00+00:00
10,1,2025-01-01,2727.43,2417.91,3036.95,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-02-01,2726.26,2402.0,3050.52,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-03-01,2725.09,2386.09,3064.09,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-04-01,2723.91,2370.17,3077.65,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-05-01,2722.74,2354.26,3091.22,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-06-01,2721.56,2338.34,3104.78,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-07-01,2720.39,2322.43,3118.35,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-08-01,2719.22,2306.52,3131.92,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-09-01,2718.04,2290.6,3145.48,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-10-01,2716.87,2274.7,3159.04,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-11-01,2715.69,2258.78,3172.6,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
10,1,2025-12-01,2714.52,2242.87,3186.17,ExponentialSmoothing,294.78,199.27,8.46,2024-08-01T00:00:00+00:00
11,1,2025-01-01,2580.14,2350.18,2810.1,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-02-01,2598.48,2357.57,2839.39,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-03-01,2616.81,2364.95,2868.67,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-04-01,2635.15,2372.34,2897.96,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-05-01,2653.49,2379.73,2927.25,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-06-01,2671.82,2387.11,2956.53,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-07-01,2690.16,2394.5,2985.82,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-08-01,2708.5,2401.89,3015.11,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-09-01,2726.84,2409.28,3044.4,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-10-01,2745.17,2416.66,3073.68,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-11-01,2763.51,2424.05,3102.97,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
11,1,2025-12-01,2781.85,2431.44,3132.26,ARIMA,219.01,189.2,7.88,2024-08-01T00:00:00+00:00
12,1,2025-01-01,2928.75,2630.27,3227.23,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-02-01,2927.25,2614.56,3239.94,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-03-01,2925.76,2598.85,3252.67,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-04-01,2924.26,2583.14,3265.38,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-05-01,2922.77,2567.44,3278.1,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-06-01,2921.27,2551.72,3290.82,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-07-01,2919.78,2536.02,3303.54,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-08-01,2918.28,2520.31,3316.25,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-09-01,2916.79,2504.6,3328.98,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-10-01,2915.29,2488.89,3341.69,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-11-01,2913.79,2473.18,3354.4,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
12,1,2025-12-01,2912.3,2457.47,3367.13,ExponentialSmoothing,284.27,197.83,6.65,2024-08-01T00:00:00+00:00
13,1,2025-01-01,2843.64,2600.46,3086.82,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-02-01,2843.57,2588.81,3098.33,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-03-01,2843.51,2577.17,3109.85,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-04-01,2843.45,2565.52,3121.38,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-05-01,2843.39,2553.88,3132.9,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-06-01,2843.32,2542.23,3144.41,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-07-01,2843.26,2530.59,3155.93,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-08-01,2843.2,2518.95,3167.45,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-09-01,2843.14,2507.31,3178.97,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-10-01,2843.07,2495.66,3190.48,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-11-01,2843.01,2484.02,3202.0,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
13,1,2025-12-01,2842.95,2472.38,3213.52,ExponentialSmoothing,231.6,206.71,7.28,2024-08-01T00:00:00+00:00
14,1,2025-01-01,2843.11,2416.71,3269.51,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-02-01,2856.59,2409.88,3303.3,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-03-01,2870.07,2403.06,3337.08,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-04-01,2883.56,2396.24,3370.88,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-05-01,2897.04,2389.42,3404.66,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-06-01,2910.52,2382.6,3438.44,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-07-01,2924.0,2375.77,3472.23,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-08-01,2937.49,2368.96,3506.02,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-09-01,2950.97,2362.13,3539.81,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-10-01,2964.45,2355.31,3573.59,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-11-01,2977.93,2348.48,3607.38,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
14,1,2025-12-01,2991.42,2341.67,3641.17,ARIMA,406.1,334.08,13.1,2024-08-01T00:00:00+00:00
15,1,2025-01-01,2491.52,2205.71,2777.33,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-02-01,2478.32,2178.9,2777.74,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-03-01,2465.12,2152.09,2778.15,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-04-01,2451.91,2125.27,2778.55,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-05-01,2438.71,2098.46,2778.96,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-06-01,2425.5,2071.64,2779.36,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-07-01,2412.3,2044.83,2779.77,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-08-01,2399.1,2018.02,2780.18,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-09-01,2385.89,1991.2,2780.58,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-10-01,2372.69,1964.39,2780.99,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-11-01,2359.49,1937.58,2781.4,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
15,1,2025-12-01,2346.28,1910.76,2781.8,ARIMA,272.2,222.0,8.77,2024-08-01T00:00:00+00:00
16,1,2025-01-01,2735.62,2435.35,3035.89,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-02-01,2744.2,2429.63,3058.77,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-03-01,2752.79,2423.92,3081.66,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-04-01,2761.38,2418.21,3104.55,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-05-01,2769.96,2412.49,3127.43,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-06-01,2778.55,2406.78,3150.32,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-07-01,2787.14,2401.08,3173.2,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-08-01,2795.72,2395.36,3196.08,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-09-01,2804.31,2389.65,3218.97,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-10-01,2812.9,2383.94,3241.86,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-11-01,2821.48,2378.22,3264.74,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
16,1,2025-12-01,2830.07,2372.51,3287.63,ARIMA,285.97,206.25,8.41,2024-08-01T00:00:00+00:00
17,1,2025-01-01,2756.5,2394.05,3118.95,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-02-01,2763.38,2383.67,3143.09,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-03-01,2770.26,2373.29,3167.23,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-04-01,2777.14,2362.92,3191.36,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-05-01,2784.02,2352.54,3215.5,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-06-01,2790.9,2342.16,3239.64,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-07-01,2797.78,2331.78,3263.78,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-08-01,2804.66,2321.4,3287.92,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-09-01,2811.54,2311.02,3312.06,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-10-01,2818.42,2300.64,3336.2,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-11-01,2825.3,2290.26,3360.34,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
17,1,2025-12-01,2832.18,2279.88,3384.48,ARIMA,345.19,275.78,9.84,2024-08-01T00:00:00+00:00
18,1,2025-01-01,2912.34,2513.33,3311.35,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-02-01,2928.36,2510.35,3346.37,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-03-01,2944.37,2507.36,3381.38,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-04-01,2960.39,2504.38,3416.4,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-05-01,2976.4,2501.39,3451.41,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-06-01,2992.42,2498.41,3486.43,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-07-01,3008.43,2495.42,3521.44,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-08-01,3024.45,2492.44,3556.46,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-09-01,3040.46,2489.45,3591.47,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-10-01,3056.48,2486.47,3626.49,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-11-01,3072.49,2483.48,3661.5,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
18,1,2025-12-01,3088.51,2480.5,3696.52,ARIMA,380.01,303.1,10.75,2024-08-01T00:00:00+00:00
19,1,2025-01-01,2593.38,2178.61,3008.15,ARIMA,395.02,308.94,13.06,2024-08-01T00:00:00+00:00
19,1,2025-02-01,2608.67,2174.15,3043.19,ARIMA,395.02,308.94,13.06,2024-08-01T00:00:00+00:00
